CGI_ECGI_NCGI;eNB_gNB;CI
268-06-1793833;7007;41
268-06-1793834;7007;42
268-06-1588235;6204;11
268-06-369419;1443;11
268-06-483595;1889;11
268-06-1588236;6204;12
268-06-369420;1443;12
268-06-483596;1889;12
268-06-369421;1443;13
268-06-483597;1889;13
268-06-483605;1889;21
268-06-369430;1443;22
268-06-483606;1889;22
268-06-483607;1889;23
268-06-1578025;6164;41
268-06-1588265;6204;41
268-06-1793321;7005;41
268-06-369449;1443;41
268-06-483625;1889;41
268-06-1578026;6164;42
268-06-1588266;6204;42
268-06-1793322;7005;42
268-06-369450;1443;42
268-06-483626;1889;42
268-06-1578027;6164;43
268-06-1793323;7005;43
268-06-369451;1443;43
268-06-483627;1889;43
268-06-1792809;7003;41
268-06-1792810;7003;42
268-06-940565;3674;21
268-06-940566;3674;22
268-06-940567;3674;23
268-06-940585;3674;41
268-06-940586;3674;42
268-06-940587;3674;43
268-06-1715241;6700;41
268-06-1715242;6700;42
268-06-1715243;6700;43
268-06-913941;3570;21
268-06-913942;3570;22
268-06-913943;3570;23
268-06-913961;3570;41
268-06-913962;3570;42
268-06-913963;3570;43
268-06-2173963;8492;11
268-06-2173964;8492;12
268-06-2173965;8492;13
268-06-1587211;6200;11
268-06-1587212;6200;12
268-06-1587241;6200;41
268-06-1587242;6200;42
268-06-1248533;4877;21
268-06-1605387;6271;11
268-06-1605388;6271;12
268-06-1605389;6271;13
268-06-1605417;6271;41
268-06-1605418;6271;42
268-06-1605419;6271;43
268-06-870923;3402;11
268-06-870924;3402;12
268-06-870925;3402;13
268-06-870953;3402;41
268-06-870954;3402;42
268-06-870955;3402;43
268-06-2229259;8708;11
268-06-2229260;8708;12
268-06-2229261;8708;13
268-06-366859;1433;11
268-06-366860;1433;12
268-06-366861;1433;13
268-06-366869;1433;21
268-06-366870;1433;22
268-06-366871;1433;23
268-06-366889;1433;41
268-06-366890;1433;42
268-06-366891;1433;43
268-06-1719081;6715;41
268-06-1719082;6715;42
268-06-1608489;6283;41
268-06-1608490;6283;42
268-06-1608491;6283;43
268-06-474123;1852;11
268-06-474124;1852;12
268-06-474125;1852;13
268-06-474143;1852;31
268-06-474144;1852;32
268-06-474145;1852;33
268-06-474153;1852;41
268-06-474154;1852;42
268-06-474155;1852;43
268-06-468747;1831;11
268-06-468748;1831;12
268-06-468749;1831;13
268-06-468767;1831;31
268-06-468768;1831;32
268-06-468769;1831;33
268-06-468777;1831;41
268-06-468778;1831;42
268-06-468779;1831;43
268-06-1746473;6822;41
268-06-1746474;6822;42
268-06-1746475;6822;43
268-06-1037845;4054;21
268-06-1037846;4054;22
268-06-1037847;4054;23
268-06-1046293;4087;21
268-06-1046294;4087;22
268-06-1046295;4087;23
268-06-1046313;4087;41
268-06-1046314;4087;42
268-06-1046315;4087;43
268-06-2205973;8617;21
268-06-2205993;8617;41
268-06-1736489;6783;41
268-06-1736490;6783;42
268-06-1736491;6783;43
268-06-1732376;6767;24
268-06-1732396;6767;44
268-06-1732393;6767;41
268-06-1732394;6767;42
268-06-1732395;6767;43
268-06-1051157;4106;21
268-06-1051158;4106;22
268-06-1051159;4106;23
268-06-1051177;4106;41
268-06-1051178;4106;42
268-06-1051179;4106;43
268-06-1734411;6775;11
268-06-298763;1167;11
268-06-386571;1510;11
268-06-432907;1691;11
268-06-472843;1847;11
268-06-475659;1858;11
268-06-477195;1864;11
268-06-1734412;6775;12
268-06-298764;1167;12
268-06-386572;1510;12
268-06-432908;1691;12
268-06-472844;1847;12
268-06-475660;1858;12
268-06-477196;1864;12
268-06-298765;1167;13
268-06-386573;1510;13
268-06-432909;1691;13
268-06-475661;1858;13
268-06-477197;1864;13
268-06-1053973;4117;21
268-06-1166101;4555;21
268-06-296469;1158;21
268-06-298773;1167;21
268-06-386581;1510;21
268-06-666901;2605;21
268-06-1053974;4117;22
268-06-1166102;4555;22
268-06-296470;1158;22
268-06-298774;1167;22
268-06-386582;1510;22
268-06-666902;2605;22
268-06-1053975;4117;23
268-06-1166103;4555;23
268-06-296471;1158;23
268-06-298775;1167;23
268-06-386583;1510;23
268-06-666903;2605;23
268-06-295711;1155;31
268-06-296479;1158;31
268-06-298783;1167;31
268-06-386591;1510;31
268-06-472863;1847;31
268-06-477215;1864;31
268-06-295712;1155;32
268-06-296480;1158;32
268-06-298784;1167;32
268-06-386592;1510;32
268-06-472864;1847;32
268-06-477216;1864;32
268-06-296481;1158;33
268-06-298785;1167;33
268-06-386593;1510;33
268-06-477217;1864;33
268-06-1045033;4082;41
268-06-1053993;4117;41
268-06-1166121;4555;41
268-06-1734441;6775;41
268-06-1736745;6784;41
268-06-295721;1155;41
268-06-296489;1158;41
268-06-298793;1167;41
268-06-386601;1510;41
268-06-432937;1691;41
268-06-472873;1847;41
268-06-475689;1858;41
268-06-477225;1864;41
268-06-666921;2605;41
268-06-1045034;4082;42
268-06-1053994;4117;42
268-06-1166122;4555;42
268-06-1734442;6775;42
268-06-295722;1155;42
268-06-296490;1158;42
268-06-298794;1167;42
268-06-386602;1510;42
268-06-432938;1691;42
268-06-472874;1847;42
268-06-475690;1858;42
268-06-477226;1864;42
268-06-666922;2605;42
268-06-1053995;4117;43
268-06-1166123;4555;43
268-06-296491;1158;43
268-06-298795;1167;43
268-06-386603;1510;43
268-06-432939;1691;43
268-06-475691;1858;43
268-06-477227;1864;43
268-06-666923;2605;43
268-06-650507;2541;11
268-06-650508;2541;12
268-06-650509;2541;13
268-06-650517;2541;21
268-06-650518;2541;22
268-06-650519;2541;23
268-06-650537;2541;41
268-06-650538;2541;42
268-06-650539;2541;43
268-06-1732137;6766;41
268-06-1732138;6766;42
268-06-1765654;6897;22
268-06-384523;1502;11
268-06-384524;1502;12
268-06-384525;1502;13
268-06-384543;1502;31
268-06-384544;1502;32
268-06-384545;1502;33
268-06-384553;1502;41
268-06-384554;1502;42
268-06-384555;1502;43
268-06-650251;2540;11
268-06-650252;2540;12
268-06-650253;2540;13
268-06-650281;2540;41
268-06-650282;2540;42
268-06-650283;2540;43
268-06-1747241;6825;41
268-06-1747242;6825;42
268-06-748044;2922;12
268-06-748073;2922;41
268-06-748074;2922;42
268-06-748075;2922;43
268-06-1743657;6811;41
268-06-1743658;6811;42
268-06-1743659;6811;43
268-06-1045015;4082;23
268-06-297237;1161;21
268-06-297239;1161;23
268-06-297247;1161;31
268-06-297248;1161;32
268-06-297249;1161;33
268-06-297257;1161;41
268-06-297258;1161;42
268-06-297259;1161;43
268-06-293141;1145;21
268-06-293143;1145;23
268-06-293151;1145;31
268-06-293152;1145;32
268-06-293153;1145;33
268-06-293161;1145;41
268-06-293162;1145;42
268-06-293163;1145;43
268-06-1246997;4871;21
268-06-1246998;4871;22
268-06-1247017;4871;41
268-06-1247018;4871;42
268-06-1737769;6788;41
268-06-1737770;6788;42
268-06-1737771;6788;43
268-06-389387;1521;11
268-06-389388;1521;12
268-06-389389;1521;13
268-06-389407;1521;31
268-06-389408;1521;32
268-06-389409;1521;33
268-06-389417;1521;41
268-06-389418;1521;42
268-06-389419;1521;43
268-06-1740585;6799;41
268-06-1740586;6799;42
268-06-1740587;6799;43
268-06-386827;1511;11
268-06-386828;1511;12
268-06-386829;1511;13
268-06-386847;1511;31
268-06-386848;1511;32
268-06-386849;1511;33
268-06-386857;1511;41
268-06-386858;1511;42
268-06-386859;1511;43
268-06-1765673;6897;41
268-06-598027;2336;11
268-06-598037;2336;21
268-06-598047;2336;31
268-06-598057;2336;41
268-06-478731;1870;11
268-06-478732;1870;12
268-06-478733;1870;13
268-06-478741;1870;21
268-06-478742;1870;22
268-06-478743;1870;23
268-06-478751;1870;31
268-06-478752;1870;32
268-06-478753;1870;33
268-06-478761;1870;41
268-06-478762;1870;42
268-06-478763;1870;43
268-06-1062677;4151;21
268-06-1062697;4151;41
268-06-1732649;6768;41
268-06-1732650;6768;42
268-06-1732651;6768;43
268-06-391691;1530;11
268-06-391692;1530;12
268-06-391693;1530;13
268-06-391711;1530;31
268-06-391712;1530;32
268-06-391713;1530;33
268-06-391721;1530;41
268-06-391722;1530;42
268-06-391723;1530;43
268-06-1739305;6794;41
268-06-1739306;6794;42
268-06-1739307;6794;43
268-06-1748521;6830;41
268-06-1748522;6830;42
268-06-1038091;4055;11
268-06-387083;1512;11
268-06-471563;1842;11
268-06-475147;1856;11
268-06-479243;1872;11
268-06-479755;1874;11
268-06-611595;2389;11
268-06-649739;2538;11
268-06-1038092;4055;12
268-06-387084;1512;12
268-06-471564;1842;12
268-06-475148;1856;12
268-06-479244;1872;12
268-06-479756;1874;12
268-06-611596;2389;12
268-06-649740;2538;12
268-06-1038093;4055;13
268-06-471565;1842;13
268-06-475149;1856;13
268-06-479245;1872;13
268-06-479757;1874;13
268-06-611597;2389;13
268-06-649741;2538;13
268-06-1038101;4055;21
268-06-1171477;4576;21
268-06-387093;1512;21
268-06-475157;1856;21
268-06-479765;1874;21
268-06-649749;2538;21
268-06-1038102;4055;22
268-06-1171478;4576;22
268-06-387094;1512;22
268-06-475158;1856;22
268-06-479766;1874;22
268-06-649750;2538;22
268-06-1038103;4055;23
268-06-1171479;4576;23
268-06-475159;1856;23
268-06-479767;1874;23
268-06-649751;2538;23
268-06-1171480;4576;24
268-06-1038111;4055;31
268-06-387103;1512;31
268-06-471583;1842;31
268-06-479263;1872;31
268-06-611615;2389;31
268-06-1038112;4055;32
268-06-387104;1512;32
268-06-471584;1842;32
268-06-479264;1872;32
268-06-611616;2389;32
268-06-1038113;4055;33
268-06-471585;1842;33
268-06-479265;1872;33
268-06-611617;2389;33
268-06-1038121;4055;41
268-06-1063977;4156;41
268-06-1065257;4161;41
268-06-1171497;4576;41
268-06-1731625;6764;41
268-06-387113;1512;41
268-06-471593;1842;41
268-06-475177;1856;41
268-06-479273;1872;41
268-06-479785;1874;41
268-06-611625;2389;41
268-06-649769;2538;41
268-06-1038122;4055;42
268-06-1063978;4156;42
268-06-1065258;4161;42
268-06-1171498;4576;42
268-06-1731626;6764;42
268-06-387114;1512;42
268-06-471594;1842;42
268-06-475178;1856;42
268-06-479274;1872;42
268-06-479786;1874;42
268-06-611626;2389;42
268-06-649770;2538;42
268-06-1038123;4055;43
268-06-1063979;4156;43
268-06-1171499;4576;43
268-06-471595;1842;43
268-06-475179;1856;43
268-06-479275;1872;43
268-06-479787;1874;43
268-06-611627;2389;43
268-06-649771;2538;43
268-06-1171500;4576;44
268-06-1635861;6390;21
268-06-1635881;6390;41
268-06-388107;1516;11
268-06-388108;1516;12
268-06-388109;1516;13
268-06-388137;1516;41
268-06-388138;1516;42
268-06-388139;1516;43
268-06-1635369;6388;41
268-06-387595;1514;11
268-06-387596;1514;12
268-06-387597;1514;13
268-06-387625;1514;41
268-06-387626;1514;42
268-06-387627;1514;43
268-06-1042965;4074;21
268-06-1042966;4074;22
268-06-1042967;4074;23
268-06-1042985;4074;41
268-06-1042986;4074;42
268-06-1042987;4074;43
268-06-1748009;6828;41
268-06-1748010;6828;42
268-06-1744681;6815;41
268-06-1744682;6815;42
268-06-1744683;6815;43
268-06-1046549;4088;21
268-06-1046550;4088;22
268-06-1046551;4088;23
268-06-1046569;4088;41
268-06-1046570;4088;42
268-06-1046571;4088;43
268-06-471307;1841;11
268-06-476683;1862;11
268-06-478219;1868;11
268-06-650763;2542;11
268-06-471308;1841;12
268-06-476684;1862;12
268-06-478220;1868;12
268-06-650764;2542;12
268-06-471309;1841;13
268-06-476685;1862;13
268-06-478221;1868;13
268-06-650765;2542;13
268-06-1035029;4043;21
268-06-1052181;4110;21
268-06-1054229;4118;21
268-06-471317;1841;21
268-06-476693;1862;21
268-06-650773;2542;21
268-06-1035030;4043;22
268-06-1052182;4110;22
268-06-1054230;4118;22
268-06-471318;1841;22
268-06-476694;1862;22
268-06-650774;2542;22
268-06-1035031;4043;23
268-06-1052183;4110;23
268-06-1054231;4118;23
268-06-471319;1841;23
268-06-476695;1862;23
268-06-650775;2542;23
268-06-1054232;4118;24
268-06-1035039;4043;31
268-06-478239;1868;31
268-06-1035040;4043;32
268-06-478240;1868;32
268-06-1035041;4043;33
268-06-478241;1868;33
268-06-1035049;4043;41
268-06-1046825;4089;41
268-06-1052201;4110;41
268-06-1054249;4118;41
268-06-1770537;6916;41
268-06-471337;1841;41
268-06-476713;1862;41
268-06-478249;1868;41
268-06-650793;2542;41
268-06-1035050;4043;42
268-06-1046826;4089;42
268-06-1052202;4110;42
268-06-1054250;4118;42
268-06-471338;1841;42
268-06-476714;1862;42
268-06-478250;1868;42
268-06-650794;2542;42
268-06-1035051;4043;43
268-06-1046827;4089;43
268-06-1052203;4110;43
268-06-1054251;4118;43
268-06-471339;1841;43
268-06-476715;1862;43
268-06-478251;1868;43
268-06-650795;2542;43
268-06-389899;1523;11
268-06-389900;1523;12
268-06-389901;1523;13
268-06-389919;1523;31
268-06-389920;1523;32
268-06-389921;1523;33
268-06-389929;1523;41
268-06-389930;1523;42
268-06-389931;1523;43
268-06-472075;1844;11
268-06-472076;1844;12
268-06-472077;1844;13
268-06-472095;1844;31
268-06-472096;1844;32
268-06-472097;1844;33
268-06-472105;1844;41
268-06-472106;1844;42
268-06-472107;1844;43
268-06-1043979;4078;11
268-06-1043980;4078;12
268-06-1043981;4078;13
268-06-1043989;4078;21
268-06-1043990;4078;22
268-06-1043991;4078;23
268-06-1043999;4078;31
268-06-1044000;4078;32
268-06-1044001;4078;33
268-06-1044009;4078;41
268-06-1044010;4078;42
268-06-1044011;4078;43
268-06-390155;1524;11
268-06-390156;1524;12
268-06-390157;1524;13
268-06-390165;1524;21
268-06-390166;1524;22
268-06-390167;1524;23
268-06-390185;1524;41
268-06-390186;1524;42
268-06-390187;1524;43
268-06-1748777;6831;41
268-06-1748778;6831;42
268-06-1748779;6831;43
268-06-2117417;8271;41
268-06-2117418;8271;42
268-06-2117419;8271;43
268-06-2117420;8271;44
268-06-1043497;4076;41
268-06-1043498;4076;42
268-06-1043499;4076;43
268-06-1038347;4056;11
268-06-475403;1857;11
268-06-1038348;4056;12
268-06-475404;1857;12
268-06-1038349;4056;13
268-06-475405;1857;13
268-06-1038357;4056;21
268-06-475413;1857;21
268-06-1038358;4056;22
268-06-475414;1857;22
268-06-1038359;4056;23
268-06-475415;1857;23
268-06-1038367;4056;31
268-06-1038368;4056;32
268-06-1038369;4056;33
268-06-1038377;4056;41
268-06-475433;1857;41
268-06-1038378;4056;42
268-06-475434;1857;42
268-06-1038379;4056;43
268-06-475435;1857;43
268-06-1850635;7229;11
268-06-1850636;7229;12
268-06-1850637;7229;13
268-06-1569557;6131;21
268-06-1569558;6131;22
268-06-1850655;7229;31
268-06-1850656;7229;32
268-06-1850657;7229;33
268-06-1569577;6131;41
268-06-1850665;7229;41
268-06-1569578;6131;42
268-06-1850666;7229;42
268-06-1850667;7229;43
268-06-1047829;4093;21
268-06-1047830;4093;22
268-06-1047831;4093;23
268-06-1047849;4093;41
268-06-1047850;4093;42
268-06-1047851;4093;43
268-06-1053451;4115;11
268-06-1053452;4115;12
268-06-1053453;4115;13
268-06-1053461;4115;21
268-06-1053462;4115;22
268-06-1053463;4115;23
268-06-1053481;4115;41
268-06-1053482;4115;42
268-06-1053483;4115;43
268-06-1035285;4044;21
268-06-1035286;4044;22
268-06-1035287;4044;23
268-06-1050389;4103;21
268-06-1050390;4103;22
268-06-1050391;4103;23
268-06-1050399;4103;31
268-06-1050400;4103;32
268-06-1050401;4103;33
268-06-1050409;4103;41
268-06-1050410;4103;42
268-06-1050411;4103;43
268-06-1731369;6763;41
268-06-1731370;6763;42
268-06-1731371;6763;43
268-06-1040651;4065;11
268-06-1040652;4065;12
268-06-1040653;4065;13
268-06-1040661;4065;21
268-06-1040662;4065;22
268-06-1040663;4065;23
268-06-1040681;4065;41
268-06-1040682;4065;42
268-06-1040683;4065;43
268-06-1061397;4146;21
268-06-1061398;4146;22
268-06-1061399;4146;23
268-06-1061407;4146;31
268-06-1061408;4146;32
268-06-1061409;4146;33
268-06-1061417;4146;41
268-06-1061418;4146;42
268-06-1061419;4146;43
268-06-1036821;4050;21
268-06-1036822;4050;22
268-06-1048617;4096;41
268-06-1048618;4096;42
268-06-1048619;4096;43
268-06-1049385;4099;41
268-06-1049386;4099;42
268-06-1049387;4099;43
268-06-1745961;6820;41
268-06-1745962;6820;42
268-06-1745963;6820;43
268-06-273419;1068;11
268-06-956939;3738;11
268-06-273420;1068;12
268-06-273421;1068;13
268-06-273429;1068;21
268-06-956949;3738;21
268-06-273430;1068;22
268-06-273431;1068;23
268-06-273439;1068;31
268-06-273440;1068;32
268-06-273441;1068;33
268-06-273449;1068;41
268-06-273450;1068;42
268-06-273451;1068;43
268-06-956969;3738;41
268-06-1570601;6135;41
268-06-1570602;6135;42
268-06-270091;1055;11
268-06-270092;1055;12
268-06-270093;1055;13
268-06-270101;1055;21
268-06-270102;1055;22
268-06-270103;1055;23
268-06-270111;1055;31
268-06-270112;1055;32
268-06-270113;1055;33
268-06-270121;1055;41
268-06-270122;1055;42
268-06-270123;1055;43
268-06-265483;1037;11
268-06-265484;1037;12
268-06-265485;1037;13
268-06-1028629;4018;21
268-06-265493;1037;21
268-06-1028630;4018;22
268-06-265494;1037;22
268-06-265495;1037;23
268-06-265503;1037;31
268-06-265504;1037;32
268-06-265505;1037;33
268-06-1028649;4018;41
268-06-265513;1037;41
268-06-1028650;4018;42
268-06-265514;1037;42
268-06-265515;1037;43
268-06-268299;1048;11
268-06-268300;1048;12
268-06-268301;1048;13
268-06-268309;1048;21
268-06-268310;1048;22
268-06-268311;1048;23
268-06-268319;1048;31
268-06-268320;1048;32
268-06-268321;1048;33
268-06-268329;1048;41
268-06-268330;1048;42
268-06-268331;1048;43
268-06-293899;1148;11
268-06-293900;1148;12
268-06-293901;1148;13
268-06-293909;1148;21
268-06-293910;1148;22
268-06-293911;1148;23
268-06-293919;1148;31
268-06-293920;1148;32
268-06-293921;1148;33
268-06-293929;1148;41
268-06-293930;1148;42
268-06-293931;1148;43
268-06-270357;1056;21
268-06-270358;1056;22
268-06-270359;1056;23
268-06-270367;1056;31
268-06-270368;1056;32
268-06-270369;1056;33
268-06-270377;1056;41
268-06-270378;1056;42
268-06-270379;1056;43
268-06-263947;1031;11
268-06-263948;1031;12
268-06-263949;1031;13
268-06-263957;1031;21
268-06-263958;1031;22
268-06-263959;1031;23
268-06-263967;1031;31
268-06-263968;1031;32
268-06-263969;1031;33
268-06-263977;1031;41
268-06-263978;1031;42
268-06-263979;1031;43
268-06-1661481;6490;41
268-06-264981;1035;21
268-06-264982;1035;22
268-06-264983;1035;23
268-06-264991;1035;31
268-06-264992;1035;32
268-06-264993;1035;33
268-06-265001;1035;41
268-06-265002;1035;42
268-06-265003;1035;43
268-06-2087445;8154;21
268-06-2087446;8154;22
268-06-2087447;8154;23
268-06-2087448;8154;24
268-06-2087449;8154;25
268-06-2087465;8154;41
268-06-2087466;8154;42
268-06-2087467;8154;43
268-06-2087468;8154;44
268-06-2087469;8154;45
268-06-1646633;6432;41
268-06-276235;1079;11
268-06-276236;1079;12
268-06-276237;1079;13
268-06-276245;1079;21
268-06-276246;1079;22
268-06-276247;1079;23
268-06-276255;1079;31
268-06-276256;1079;32
268-06-276257;1079;33
268-06-276265;1079;41
268-06-276266;1079;42
268-06-276267;1079;43
268-06-269579;1053;11
268-06-269580;1053;12
268-06-269581;1053;13
268-06-269589;1053;21
268-06-269590;1053;22
268-06-269591;1053;23
268-06-269599;1053;31
268-06-269600;1053;32
268-06-269601;1053;33
268-06-269609;1053;41
268-06-269610;1053;42
268-06-269611;1053;43
268-06-1158677;4526;21
268-06-1652245;6454;21
268-06-1652246;6454;22
268-06-1652247;6454;23
268-06-1652265;6454;41
268-06-1652266;6454;42
268-06-1652267;6454;43
268-06-1660457;6486;41
268-06-272139;1063;11
268-06-272140;1063;12
268-06-272141;1063;13
268-06-1600277;6251;21
268-06-272149;1063;21
268-06-1600278;6251;22
268-06-272150;1063;22
268-06-1600279;6251;23
268-06-272151;1063;23
268-06-272159;1063;31
268-06-272160;1063;32
268-06-272161;1063;33
268-06-1600297;6251;41
268-06-272169;1063;41
268-06-1600298;6251;42
268-06-272170;1063;42
268-06-1600299;6251;43
268-06-272171;1063;43
268-06-1660713;6487;41
268-06-1661737;6491;41
268-06-1654825;6464;41
268-06-277013;1082;21
268-06-277014;1082;22
268-06-277015;1082;23
268-06-277023;1082;31
268-06-277024;1082;32
268-06-277025;1082;33
268-06-277033;1082;41
268-06-277034;1082;42
268-06-277035;1082;43
268-06-667157;2606;21
268-06-667158;2606;22
268-06-667177;2606;41
268-06-667178;2606;42
268-06-667179;2606;43
268-06-1570583;6135;23
268-06-1740309;6798;21
268-06-1740310;6798;22
268-06-1740329;6798;41
268-06-1740330;6798;42
268-06-272395;1064;11
268-06-272396;1064;12
268-06-272397;1064;13
268-06-272405;1064;21
268-06-272406;1064;22
268-06-272407;1064;23
268-06-272415;1064;31
268-06-272416;1064;32
268-06-272417;1064;33
268-06-272425;1064;41
268-06-272426;1064;42
268-06-272427;1064;43
268-06-272651;1065;11
268-06-272652;1065;12
268-06-272653;1065;13
268-06-272661;1065;21
268-06-272662;1065;22
268-06-272663;1065;23
268-06-272671;1065;31
268-06-272672;1065;32
268-06-272673;1065;33
268-06-272681;1065;41
268-06-272682;1065;42
268-06-272683;1065;43
268-06-964363;3767;11
268-06-964364;3767;12
268-06-964365;3767;13
268-06-964373;3767;21
268-06-964376;3767;24
268-06-964374;3767;22
268-06-964375;3767;23
268-06-964383;3767;31
268-06-964384;3767;32
268-06-964385;3767;33
268-06-964393;3767;41
268-06-964394;3767;42
268-06-964395;3767;43
268-06-964396;3767;44
268-06-1661225;6489;41
268-06-1667113;6512;41
268-06-1898763;7417;11
268-06-1898764;7417;12
268-06-1898765;7417;13
268-06-1898773;7417;21
268-06-1898774;7417;22
268-06-1898775;7417;23
